claim_id,Month,Make,Fault,PoliceReportFiled,WitnessPresent,Risk_Score,Risk_Level
9424,Nov,Toyota,Policy Holder,No,No,0.36400931840473233,Medium
9425,Nov,Mazda,Third Party,No,No,0.001957787985426675,Low
9426,Nov,Toyota,Policy Holder,No,No,0.04718137595310624,Low
9427,Nov,Toyota,Policy Holder,Yes,No,0.5001938385748064,Medium
9428,Nov,Toyota,Policy Holder,No,No,0.06761016736548313,Low
9429,Nov,Pontiac,Policy Holder,Yes,No,0.46343070549175563,Medium
9430,Nov,Toyota,Policy Holder,No,No,0.0718349673672297,Low
9431,Nov,Toyota,Policy Holder,No,No,0.6761807700651099,High
9432,Nov,Toyota,Policy Holder,No,No,0.5032760829143338,Medium
9433,Oct,Honda,Policy Holder,No,No,0.7928987434867413,High
9434,Jan,Toyota,Policy Holder,No,No,0.7047465612780526,High
9435,Aug,Mazda,Policy Holder,No,No,0.6130238798166036,High
9436,Aug,Toyota,Third Party,No,No,0.15713745033476706,Low
9437,Aug,Mazda,Third Party,No,No,0.001092743461052181,Low
9438,Jul,Ford,Policy Holder,No,No,0.07544343443093426,Low
9439,Jul,Honda,Policy Holder,No,No,0.054709856759576944,Low
9440,Jan,Honda,Policy Holder,No,No,0.6574420383954391,High
9441,Jun,Honda,Policy Holder,No,No,0.5692469916554523,Medium
9442,Jun,Toyota,Third Party,No,No,0.005806357027131408,Low
9443,May,Accura,Policy Holder,No,No,0.16476048627147202,Low
9444,Mar,Honda,Policy Holder,No,No,0.10710153578510787,Low
9445,Mar,Mazda,Third Party,No,No,0.035480991482216784,Low
9446,Aug,Chevrolet,Policy Holder,No,No,0.5182588616194884,Medium
9447,Feb,Toyota,Policy Holder,No,No,0.7864417217462203,High
9448,Dec,Toyota,Policy Holder,No,No,0.6012356371297517,High
9449,Dec,Honda,Policy Holder,No,No,0.5248727064436869,Medium
9450,Jan,Pontiac,Policy Holder,No,No,0.0962141024212688,Low
9451,Jan,Mazda,Policy Holder,No,No,0.6391648309225566,High
9452,Aug,Toyota,Policy Holder,No,No,0.6575669709513595,High
9453,Apr,Mazda,Policy Holder,No,No,0.6972766519705335,High
9454,Aug,Pontiac,Policy Holder,No,No,0.580282593088312,Medium
9455,Feb,Accura,Policy Holder,No,No,0.726509571101469,High
9456,May,Honda,Policy Holder,Yes,No,0.7483461392708682,High
9457,Jan,Mazda,Policy Holder,No,No,0.8406696426827188,High
9458,Feb,Honda,Policy Holder,No,No,0.8586433517822277,High
9459,Feb,Honda,Policy Holder,No,No,0.09446811760940406,Low
9460,Apr,Accura,Third Party,No,No,0.003969645602449092,Low
9461,Jan,Chevrolet,Policy Holder,No,No,0.716630124788399,High
9462,Jul,Honda,Policy Holder,No,No,0.10759773356162781,Low
9463,Jun,Honda,Policy Holder,No,No,0.12219420219392883,Low
9464,Aug,Pontiac,Third Party,No,No,0.038512545051581804,Low
9465,Aug,Pontiac,Policy Holder,No,No,0.6507797799752201,High
9466,Oct,Honda,Third Party,No,No,0.06193447236209147,Low
9467,Oct,Chevrolet,Policy Holder,No,No,0.059787977282758906,Low
9468,Sep,Pontiac,Policy Holder,No,No,0.6279881050321925,High
9469,Jan,Toyota,Policy Holder,No,No,0.06856913210012286,Low
9470,Oct,Pontiac,Policy Holder,No,No,0.4847627072287394,Medium
9471,Feb,Honda,Policy Holder,No,No,0.18512418252517882,Low
9472,Apr,Chevrolet,Policy Holder,No,No,0.6480481364128241,High
9473,Apr,Toyota,Policy Holder,No,No,0.5974114529009535,Medium
9474,Apr,Toyota,Policy Holder,No,No,0.10442774889537948,Low
9475,May,VW,Policy Holder,No,No,0.033064441820550315,Low
9476,May,Pontiac,Policy Holder,No,No,0.7410935790893953,High
9477,Jun,Mazda,Policy Holder,No,No,0.6527132765539848,High
9478,Jun,Honda,Policy Holder,No,No,0.5018197340073353,Medium
9479,Oct,Pontiac,Policy Holder,No,No,0.5144640136852348,Medium
9480,Dec,Toyota,Policy Holder,No,No,0.5244137745055191,Medium
9481,Jan,Dodge,Third Party,No,No,0.03435050880671797,Low
9482,Nov,Pontiac,Third Party,No,No,0.019649140416839038,Low
9483,Sep,Pontiac,Policy Holder,No,No,0.08461501380724742,Low
9484,Jan,Chevrolet,Policy Holder,No,No,0.4962416552302212,Medium
9485,Apr,VW,Policy Holder,No,No,0.05160202951503364,Low
9486,Apr,Chevrolet,Policy Holder,No,No,0.8884763326028118,High
9487,Jun,Toyota,Policy Holder,No,No,0.9863913779621354,High
9488,Jun,Mazda,Third Party,No,No,0.06672064562704849,Low
9489,Jul,Mazda,Policy Holder,No,No,0.09005306553421955,Low
9490,Jul,Pontiac,Third Party,No,No,0.0019719294054050887,Low
9491,Jun,Pontiac,Policy Holder,No,No,0.5357856659754646,Medium
9492,Jun,Chevrolet,Policy Holder,No,No,0.1593052874824777,Low
9493,Sep,Pontiac,Policy Holder,No,No,0.4954807454079703,Medium
9494,Sep,Honda,Third Party,No,No,0.002018835637976529,Low
9495,Oct,Toyota,Third Party,No,No,0.04827418171464074,Low
9496,Oct,Toyota,Policy Holder,No,No,0.5824478908577954,Medium
9497,Oct,Pontiac,Third Party,No,No,0.031697852185540776,Low
9498,Dec,Mazda,Policy Holder,No,No,0.5147633516409376,Medium
9499,Mar,Pontiac,Policy Holder,No,No,0.6219065851658244,High
9500,Mar,Mazda,Third Party,No,No,0.14154078910910053,Low
9501,Mar,Mazda,Policy Holder,No,No,0.20118496936646593,Low
9502,Apr,Pontiac,Policy Holder,No,No,0.07661722717191766,Low
9503,Mar,Toyota,Policy Holder,No,No,0.18191600134353347,Low
9504,Jun,Ford,Third Party,Yes,Yes,0.07312959090610822,Low
9505,Aug,Pontiac,Third Party,No,No,0.0767859729668049,Low
9506,Jul,Pontiac,Policy Holder,No,No,0.44550803481949264,Medium
9507,Oct,VW,Policy Holder,No,No,0.28220851867704627,Low
9508,Dec,Pontiac,Third Party,No,No,0.04912835045287957,Low
9509,Nov,Pontiac,Policy Holder,No,No,0.37662073850551303,Medium
9510,Jan,Toyota,Policy Holder,No,No,0.1806799542478538,Low
9511,Sep,Toyota,Third Party,No,No,0.07277369298571708,Low
9512,Sep,Mazda,Policy Holder,No,No,0.09807723770310842,Low
9513,Sep,Toyota,Policy Holder,No,No,0.6974338419901758,High
9514,Jul,Pontiac,Policy Holder,No,No,0.5192492217500367,Medium
9515,Jul,Pontiac,Policy Holder,No,No,0.05999306562835626,Low
9516,Jan,Pontiac,Third Party,No,No,0.04461566451758525,Low
9517,Jul,Chevrolet,Policy Holder,No,No,0.37979341257000476,Medium
9518,Mar,Saab,Policy Holder,No,No,0.9045386448565259,High
9519,Jan,Toyota,Policy Holder,No,No,0.6656888513827358,High
9520,Dec,Toyota,Policy Holder,No,No,0.2188535128698941,Low
9521,Nov,Ford,Policy Holder,No,No,0.49786364099359104,Medium
9522,Nov,Mazda,Policy Holder,No,No,0.06555400643823547,Low
9523,Nov,Toyota,Policy Holder,No,No,0.0663209031281094,Low
9524,Oct,Honda,Third Party,No,No,0.004079965677664155,Low
9525,Sep,Accura,Policy Holder,No,No,0.7658046926686742,High
9526,Sep,Pontiac,Policy Holder,No,No,0.8029568566131138,High
9527,Aug,Toyota,Policy Holder,No,No,0.11865172656409362,Low
9528,Jun,Honda,Policy Holder,No,No,0.10930300163216519,Low
9529,Jun,Honda,Policy Holder,No,No,0.18058228893467115,Low
9530,Jun,Honda,Third Party,No,No,0.005939727099391752,Low
9531,May,Mazda,Policy Holder,No,No,0.7083017890593568,High
9532,May,Mercury,Third Party,No,No,0.08041013819189761,Low
9533,May,Toyota,Policy Holder,No,No,0.13691508425618099,Low
9534,May,Mazda,Policy Holder,No,No,0.5841647713174338,Medium
9535,May,Mazda,Policy Holder,No,No,0.6776327091652781,High
9536,May,VW,Policy Holder,No,No,0.047391105989023366,Low
9537,Apr,Pontiac,Policy Holder,No,No,0.10176551711297399,Low
9538,Mar,Mazda,Policy Holder,No,No,0.8509513228106399,High
9539,Mar,Pontiac,Policy Holder,No,No,0.11692295692450587,Low
9540,Feb,Accura,Policy Holder,No,No,0.09619136268064452,Low
9541,Dec,Honda,Policy Holder,No,No,0.7028517627079292,High
9542,Nov,Pontiac,Policy Holder,No,No,0.05918443404137002,Low
9543,Sep,Pontiac,Policy Holder,No,No,0.1087357424082937,Low
9544,Sep,Ford,Policy Holder,No,No,0.6854381998618219,High
9545,Jul,Honda,Policy Holder,No,No,0.06328809498646426,Low
9546,Jul,Pontiac,Third Party,No,No,0.015051026127948008,Low
9547,Jun,Honda,Policy Holder,No,No,0.14369940095632877,Low
9548,Jun,Chevrolet,Policy Holder,No,No,0.12639581787280393,Low
9549,May,Mazda,Third Party,No,No,0.06247176641391299,Low
9550,May,Pontiac,Policy Holder,No,No,0.568111599750322,Medium
9551,Oct,Mercury,Policy Holder,No,No,0.14336762845869513,Low
9552,Jul,Honda,Policy Holder,No,No,0.04794306544182859,Low
9553,Jun,Toyota,Policy Holder,No,No,0.5999762796067895,Medium
9554,Apr,Honda,Policy Holder,Yes,No,0.4953264105851373,Medium
9555,Apr,Toyota,Policy Holder,No,No,0.14452690612025307,Low
9556,Mar,Toyota,Policy Holder,No,No,0.788583573871349,High
9557,Mar,Honda,Policy Holder,No,No,0.1963111304621327,Low
9558,Jan,Honda,Third Party,No,No,0.05556034848346182,Low
9559,Oct,Toyota,Policy Holder,No,No,0.5941957861368328,Medium
9560,Oct,Toyota,Policy Holder,No,No,0.10559167389277031,Low
9561,Feb,Honda,Policy Holder,No,No,0.14189896826290932,Low
9562,Feb,Chevrolet,Third Party,No,No,0.1021313559940313,Low
9563,Jan,Toyota,Policy Holder,No,No,0.6507184236207818,High
9564,Mar,Chevrolet,Policy Holder,No,No,0.7604255764317408,High
9565,Jun,Mazda,Policy Holder,No,No,0.09197208562270578,Low
9566,Jun,Honda,Third Party,No,No,0.019051360762892447,Low
9567,Dec,Pontiac,Policy Holder,No,No,0.09900133743437804,Low
9568,Jan,Pontiac,Third Party,No,No,0.072006526768399,Low
9569,Dec,Honda,Policy Holder,No,No,0.48071538242709966,Medium
9570,Mar,Pontiac,Third Party,No,No,0.03890167079711973,Low
9571,Aug,Accura,Policy Holder,No,No,0.7105976413689717,High
9572,Nov,Chevrolet,Policy Holder,No,No,0.4944717308803903,Medium
9573,Dec,Honda,Policy Holder,No,No,0.08097599926005324,Low
9574,Dec,Ford,Policy Holder,No,No,0.6369702185761015,High
9575,Dec,Toyota,Policy Holder,No,No,0.5919889307335963,Medium
9576,Dec,Accura,Policy Holder,No,No,0.71632445637122,High
9577,Nov,Honda,Third Party,No,No,0.010460444558317829,Low
9578,Sep,Toyota,Third Party,No,No,0.06282358544188202,Low
9579,Jul,Mazda,Policy Holder,No,No,0.0742145042180846,Low
9580,Aug,Chevrolet,Policy Holder,No,No,0.17200482462115582,Low
9581,Jul,Honda,Policy Holder,No,No,0.06173250076244346,Low
9582,Mar,Mazda,Policy Holder,No,No,0.5925708008569394,Medium
9583,Mar,Ford,Third Party,No,No,0.11473950978929613,Low
9584,Dec,Pontiac,Policy Holder,No,No,0.4846940290781742,Medium
9585,Dec,Honda,Policy Holder,Yes,No,0.10698494449533999,Low
9586,Dec,Toyota,Policy Holder,No,No,0.5085502327302268,Medium
9587,Dec,Toyota,Third Party,No,No,0.056157811164202535,Low
9588,Dec,Chevrolet,Policy Holder,No,No,0.704136228179041,High
9589,Dec,Honda,Policy Holder,No,No,0.6870509584664797,High
9590,Jan,Honda,Third Party,No,No,0.059224493008218804,Low
9591,Jul,Ford,Policy Holder,No,No,0.7113538185836827,High
9592,Jul,Pontiac,Third Party,No,No,0.0017783020079299293,Low
9593,Jul,Toyota,Policy Holder,No,No,0.5678557729234969,Medium
9594,Apr,Pontiac,Third Party,No,No,0.11731203742067386,Low
9595,Apr,Honda,Policy Holder,No,No,0.6390967925729003,High
9596,Mar,Toyota,Policy Holder,No,No,0.7935912856784909,High
9597,Mar,Chevrolet,Third Party,No,No,0.005453063323924827,Low
9598,Feb,Chevrolet,Policy Holder,No,No,0.11558126949009605,Low
9599,Dec,Toyota,Policy Holder,No,No,0.10569374565690576,Low
9600,Dec,Pontiac,Third Party,No,No,0.04895165091310271,Low
9601,Oct,Toyota,Policy Holder,No,No,0.7615367652145079,High
9602,Oct,Honda,Policy Holder,No,No,0.4469603495138599,Medium
9603,Feb,Accura,Policy Holder,No,No,0.8124610593716959,High
9604,Mar,Toyota,Third Party,No,No,0.07528172028387145,Low
9605,May,Toyota,Policy Holder,No,No,0.16018796104317898,Low
9606,Aug,Chevrolet,Policy Holder,No,No,0.13220376823665445,Low
9607,Aug,Chevrolet,Policy Holder,No,No,0.8279377730497592,High
9608,Aug,Pontiac,Policy Holder,No,No,0.7546959337400612,High
9609,Oct,Pontiac,Policy Holder,No,No,0.5616037515295768,Medium
9610,Apr,Chevrolet,Policy Holder,No,No,0.7907370924836506,High
9611,Apr,Mazda,Third Party,No,No,0.07020632965526659,Low
9612,Jun,Pontiac,Third Party,No,No,0.0461716197198839,Low
9613,Oct,Toyota,Policy Holder,No,No,0.7064651359336925,High
9614,Jan,Pontiac,Policy Holder,No,No,0.7115319331401799,High
9615,Dec,Honda,Third Party,No,No,0.0485697253421445,Low
9616,Feb,Pontiac,Policy Holder,No,No,0.6567079583737518,High
9617,Mar,Pontiac,Third Party,No,No,0.05726155284261973,Low
9618,May,Toyota,Third Party,No,No,0.20299082467907675,Low
9619,May,Pontiac,Policy Holder,No,No,0.19035875822074902,Low
9620,May,Honda,Third Party,No,No,0.0028409206433839696,Low
9621,May,Toyota,Third Party,No,No,0.05053444686907706,Low
9622,Jun,Honda,Policy Holder,No,No,0.6094706952689719,High
9623,Jul,Pontiac,Third Party,No,No,0.037263293512569004,Low
9624,Jun,Pontiac,Third Party,No,No,0.034411611479244125,Low
9625,Jun,Pontiac,Policy Holder,No,No,0.5052911029322079,Medium
9626,Sep,Mazda,Third Party,No,No,0.0026797466764006362,Low
9627,Sep,Toyota,Third Party,No,No,0.04544079963815848,Low
9628,Oct,Mazda,Policy Holder,No,No,0.5848630510097274,Medium
9629,Dec,Pontiac,Policy Holder,No,No,0.6976396702906001,High
9630,Dec,Pontiac,Policy Holder,No,No,0.11850578456289756,Low
9631,Apr,Pontiac,Policy Holder,No,No,0.6394736360477722,High
9632,Apr,Chevrolet,Third Party,No,No,0.05496570618682241,Low
9633,May,Honda,Policy Holder,No,No,0.8329830604346669,High
9634,May,Mazda,Policy Holder,No,No,0.6007282347414913,High
9635,May,Chevrolet,Third Party,No,No,0.06614089755108846,Low
9636,Jul,Honda,Policy Holder,No,No,0.3875271254260011,Medium
9637,Sep,Accura,Policy Holder,No,No,0.16206945650817092,Low
9638,Sep,Accura,Policy Holder,No,No,0.7259325261904961,High
9639,Aug,Toyota,Policy Holder,No,No,0.12349710497586158,Low
9640,Oct,Honda,Policy Holder,No,No,0.8270452987978456,High
9641,Oct,VW,Policy Holder,No,No,0.2159154270051591,Low
9642,Dec,Toyota,Policy Holder,No,No,0.10868252038899327,Low
9643,Dec,Pontiac,Policy Holder,Yes,No,0.5199516862984386,Medium
9644,Apr,Pontiac,Third Party,Yes,Yes,0.026589971925055335,Low
9645,Feb,Chevrolet,Policy Holder,No,No,0.7456921891501586,High
9646,Feb,Honda,Third Party,No,No,0.0027049433737790732,Low
9647,Feb,Pontiac,Third Party,No,No,0.11074021008374337,Low
9648,Mar,Pontiac,Policy Holder,No,No,0.7619831378305443,High
9649,Oct,Toyota,Policy Holder,No,No,0.7428188454567168,High
9650,Jul,Accura,Policy Holder,No,No,0.6561328015979747,High
9651,Jul,VW,Policy Holder,No,No,0.2011278640438727,Low
9652,Aug,VW,Policy Holder,No,No,0.3937796440494477,Medium
9653,Jul,Honda,Third Party,No,No,0.03596819433444017,Low
9654,Nov,Pontiac,Policy Holder,No,No,0.3785312039914889,Medium
9655,Nov,Toyota,Third Party,No,No,0.04599103676701595,Low
9656,Nov,Honda,Policy Holder,No,No,0.255359996001856,Low
9657,Mar,Mazda,Policy Holder,No,No,0.6143401193280827,High
9658,Apr,Mazda,Policy Holder,No,No,0.02833885637764676,Low
9659,Jan,Toyota,Third Party,No,No,0.04590676956390885,Low
9660,Aug,Mazda,Policy Holder,No,No,0.5759507370950787,Medium
9661,Oct,Mazda,Policy Holder,No,No,0.6173058383517384,High
9662,Oct,Toyota,Policy Holder,No,No,0.18169324601308598,Low
9663,Dec,Honda,Third Party,No,No,0.01749308854374659,Low
9664,Nov,Pontiac,Policy Holder,No,No,0.3370394211779166,Medium
9665,Oct,Pontiac,Policy Holder,No,No,0.6363480840833208,High
9666,Oct,Honda,Policy Holder,No,No,0.08410973650261044,Low
9667,Sep,Pontiac,Policy Holder,No,No,0.5964280405730807,Medium
9668,Sep,Toyota,Policy Holder,No,No,0.632518829396445,High
9669,Aug,Pontiac,Third Party,No,No,0.027726847920341722,Low
9670,Jan,Honda,Policy Holder,No,No,0.8320212291893411,High
9671,Mar,Ford,Policy Holder,No,No,0.7268417160136861,High
9672,Dec,Mazda,Policy Holder,No,No,0.04166499852937173,Low
9673,Jan,Pontiac,Third Party,Yes,Yes,0.039821010584214514,Low
9674,Nov,Honda,Third Party,No,No,0.05855472319862673,Low
9675,Oct,Chevrolet,Policy Holder,No,No,0.7875210595706935,High
9676,Sep,Toyota,Policy Holder,No,No,0.6445243990213984,High
9677,Aug,Toyota,Third Party,No,No,0.006448349147965532,Low
9678,Jul,Toyota,Third Party,No,No,0.0027990405245873853,Low
9679,Jun,Accura,Policy Holder,No,No,0.7729011834973032,High
9680,May,Honda,Policy Holder,No,No,0.5462949589120786,Medium
9681,Jan,Honda,Third Party,No,No,0.08258085640076418,Low
9682,Dec,Toyota,Third Party,No,No,0.019251697787580464,Low
9683,Nov,Mazda,Third Party,No,No,0.029882715716917203,Low
9684,Sep,Toyota,Third Party,No,No,0.033096277772129014,Low
9685,Sep,Pontiac,Policy Holder,No,No,0.5371561781706176,Medium
9686,Jan,Chevrolet,Third Party,No,No,0.08135420645565676,Low
9687,Jul,Toyota,Policy Holder,No,No,0.6074640979247238,High
9688,Apr,Pontiac,Third Party,No,No,0.048799531602874834,Low
9689,Apr,Toyota,Policy Holder,No,No,0.058652887342527806,Low
9690,Jan,Honda,Third Party,No,No,0.029812793049457963,Low
9691,Dec,Honda,Third Party,No,No,0.7391125794710109,High
9692,Dec,Honda,Policy Holder,No,No,0.5030019556734776,Medium
9693,Nov,Toyota,Policy Holder,No,No,0.37923896300595883,Medium
9694,Oct,Honda,Policy Holder,No,No,0.6212641338837666,High
9695,Sep,Mazda,Policy Holder,No,No,0.663005939060954,High
9696,Aug,Mazda,Policy Holder,No,No,0.5358626829676111,Medium
9697,Jul,Mazda,Policy Holder,No,No,0.4527679066640528,Medium
9698,Jul,Mercury,Policy Holder,No,No,0.12561239908948874,Low
9699,Jul,Honda,Policy Holder,No,No,0.32302544366431574,Medium
9700,Jun,Honda,Policy Holder,No,No,0.12549314942052092,Low
9701,Jun,Ford,Third Party,No,No,0.004382846722698082,Low
9702,May,Toyota,Policy Holder,No,No,0.7609851776472493,High
9703,Mar,Pontiac,Third Party,No,No,0.0041965666757850404,Low
9704,Aug,Honda,Policy Holder,No,No,0.12590420934658045,Low
9705,Jun,Toyota,Policy Holder,No,No,0.6383172257527073,High
9706,Jun,Mazda,Third Party,No,No,0.09210387911835184,Low
9707,May,Mazda,Policy Holder,No,No,0.7406810941389731,High
9708,Aug,Chevrolet,Policy Holder,No,No,0.1540724585340924,Low
9709,Jan,Toyota,Policy Holder,No,No,0.7443031282655403,High
9710,Dec,Mazda,Policy Holder,No,No,0.5065006482206666,Medium
9711,Mar,Honda,Policy Holder,No,No,0.13580465908186465,Low
9712,Apr,Pontiac,Policy Holder,No,No,0.7965578602842808,High
9713,Apr,Pontiac,Policy Holder,No,No,0.09296896827668567,Low
9714,Jan,Honda,Third Party,Yes,No,0.032957867106797524,Low
9715,Oct,Pontiac,Policy Holder,No,No,0.6247338657407225,High
9716,Oct,Pontiac,Policy Holder,No,No,0.5906419749175089,Medium
9717,Oct,Chevrolet,Policy Holder,No,No,0.11087975060248602,Low
9718,Dec,Honda,Policy Holder,No,No,0.5843170076700596,Medium
9719,Jan,Mazda,Policy Holder,No,No,0.7716624015500623,High
9720,Apr,Mazda,Policy Holder,No,No,0.5767651978428845,Medium
9721,Apr,Honda,Policy Holder,No,No,0.07320518566597331,Low
9722,Jun,Toyota,Third Party,No,No,0.004299302138013226,Low
9723,Jan,Chevrolet,Third Party,No,No,0.10553830330707879,Low
9724,Jul,Pontiac,Policy Holder,No,No,0.27919543164896754,Low
9725,Aug,Pontiac,Policy Holder,No,No,0.46933273281752946,Medium
9726,Oct,Chevrolet,Third Party,No,No,0.09033139815819119,Low
9727,Dec,Honda,Policy Holder,No,No,0.4608794583467693,Medium
9728,Dec,Honda,Third Party,No,No,0.05794730838161564,Low
9729,Dec,Mazda,Third Party,No,No,0.04225442062399391,Low
9730,Dec,Pontiac,Policy Holder,No,No,0.6313093443628494,High
9731,Dec,Honda,Policy Holder,No,No,0.5993729545910931,Medium
9732,Nov,Toyota,Third Party,No,No,0.03737951904381732,Low
9733,Oct,Chevrolet,Policy Holder,No,No,0.14832180872581002,Low
9734,Oct,Pontiac,Policy Holder,No,No,0.5149055894323635,Medium
9735,Aug,Toyota,Policy Holder,No,No,0.07480322869202044,Low
9736,Aug,Saturn,Third Party,No,No,0.035127063040211,Low
9737,Aug,Toyota,Policy Holder,No,No,0.6222968281632695,High
9738,Jul,Mazda,Policy Holder,No,No,0.11294294186851571,Low
9739,Jul,Pontiac,Policy Holder,No,No,0.528379347185529,Medium
9740,Jun,Toyota,Policy Holder,No,No,0.17790200230435987,Low
9741,Apr,Toyota,Policy Holder,No,No,0.6073335695043491,High
9742,Apr,Toyota,Policy Holder,No,No,0.8817237956884402,High
9743,Dec,Pontiac,Policy Holder,No,No,0.025986902005420608,Low
9744,Nov,Mazda,Policy Holder,No,No,0.7453868917679299,High
9745,Nov,Pontiac,Policy Holder,No,No,0.4150841011159854,Medium
9746,Nov,Mazda,Third Party,No,No,0.019915176417841997,Low
9747,Aug,Mazda,Policy Holder,No,No,0.0813596357820771,Low
9748,Jan,Mazda,Third Party,No,No,0.026360775982157986,Low
9749,Jun,Honda,Policy Holder,No,No,0.6210688863393817,High
9750,Jun,Pontiac,Policy Holder,No,No,0.7192369979476038,High
9751,Jun,Honda,Third Party,No,No,0.03962548599539365,Low
9752,May,Pontiac,Policy Holder,No,No,0.1514020301237989,Low
9753,Apr,Toyota,Third Party,No,No,0.10668364158585432,Low
9754,Apr,Toyota,Policy Holder,No,No,0.21324991233684898,Low
9755,Feb,Ford,Policy Holder,No,No,0.7386280938698584,High
9756,Feb,Mazda,Policy Holder,No,No,0.7633151131836053,High
9757,Feb,Mazda,Policy Holder,No,No,0.747600806535844,High
9758,Nov,Chevrolet,Policy Holder,No,No,0.569229027375312,Medium
9759,Feb,Accura,Policy Holder,No,No,0.2018877789943155,Low
9760,Sep,Honda,Policy Holder,No,No,0.1310943236642683,Low
9761,Feb,Toyota,Policy Holder,No,No,0.6625974706105712,High
9762,Jan,Chevrolet,Third Party,No,No,0.04587213839503653,Low
9763,Mar,Honda,Policy Holder,No,No,0.17232625560516474,Low
9764,May,Toyota,Policy Holder,No,No,0.18338289900063587,Low
9765,May,Honda,Third Party,No,No,0.00276826026288491,Low
9766,May,Honda,Policy Holder,No,No,0.5692626292733641,Medium
9767,May,Mazda,Third Party,No,No,0.0022407895034813646,Low
9768,Jun,Pontiac,Third Party,No,No,0.04154342662100268,Low
9769,Sep,Mazda,Third Party,No,No,0.003341271246294836,Low
9770,Sep,Honda,Policy Holder,No,No,0.7274008649962628,High
9771,Sep,Pontiac,Third Party,No,No,0.027015062347507692,Low
9772,Sep,Pontiac,Policy Holder,No,No,0.07687313957152947,Low
9773,Sep,Pontiac,Policy Holder,No,No,0.5741228575321801,Medium
9774,Apr,Pontiac,Policy Holder,Yes,No,0.7356118474973082,High
9775,Apr,Mazda,Third Party,No,No,0.005277664761266279,Low
9776,Apr,Saab,Policy Holder,No,No,0.32983541459140964,Medium
9777,Sep,Toyota,Policy Holder,No,No,0.11935998970187235,Low
9778,Sep,Pontiac,Policy Holder,No,No,0.5497623881427857,Medium
9779,Sep,Chevrolet,Policy Holder,No,No,0.6582315917650787,High
9780,Dec,Chevrolet,Policy Holder,No,No,0.08446089080800206,Low
9781,Oct,Toyota,Third Party,Yes,Yes,0.055631232305804454,Low
9782,Feb,Pontiac,Third Party,No,No,0.07940388992604003,Low
9783,Mar,Toyota,Third Party,No,No,0.09401759128004507,Low
9784,Jul,Pontiac,Policy Holder,No,No,0.6953298076538091,High
9785,Jul,Pontiac,Policy Holder,No,No,0.493956622216297,Medium
9786,Nov,Mazda,Third Party,No,No,0.026130613927123975,Low
9787,Nov,Honda,Policy Holder,No,No,0.21406989427715212,Low
9788,Dec,Pontiac,Policy Holder,No,No,0.5560522547469331,Medium
9789,Nov,Toyota,Policy Holder,No,No,0.5997822685384642,Medium
9790,Apr,VW,Third Party,No,No,0.020401552301042104,Low
9791,Oct,Chevrolet,Policy Holder,No,No,0.7090891401025146,High
9792,Nov,Accura,Policy Holder,No,No,0.5087319564926517,Medium
9793,Oct,Honda,Policy Holder,No,No,0.8936079905958179,High
9794,Oct,Pontiac,Policy Holder,No,No,0.08564931608649917,Low
9795,Dec,Pontiac,Policy Holder,Yes,No,0.10032680799380017,Low
9796,Dec,Toyota,Third Party,No,No,0.02619280185486581,Low
9797,Sep,Toyota,Policy Holder,No,No,0.617681808300668,High
9798,Sep,Toyota,Policy Holder,No,No,0.06403777419174132,Low
9799,Jan,Toyota,Policy Holder,No,No,0.1109292521087638,Low
9800,Jul,Mazda,Policy Holder,No,No,0.1257112503059317,Low
9801,Dec,Mazda,Third Party,No,No,0.08792961846809927,Low
9802,Feb,Mazda,Third Party,No,No,0.07826611928698693,Low
9803,Sep,Toyota,Policy Holder,No,No,0.12561376868281177,Low
9804,Jul,Pontiac,Policy Holder,No,No,0.6666003538330909,High
9805,Dec,Pontiac,Policy Holder,No,No,0.7187995017916342,High
9806,Dec,Pontiac,Policy Holder,No,No,0.5895092879494691,Medium
9807,Dec,Pontiac,Third Party,No,No,0.04192595427342326,Low
9808,Dec,Mazda,Policy Holder,No,No,0.5922940722847089,Medium
9809,Feb,Toyota,Policy Holder,No,No,0.7229924527370841,High
9810,Nov,Chevrolet,Policy Holder,No,No,0.029459008536789053,Low
9811,Feb,Pontiac,Policy Holder,No,No,0.5654112329824083,Medium
9812,Dec,Pontiac,Third Party,No,No,0.030324874418579152,Low
9813,Jul,Honda,Policy Holder,No,No,0.07793449976734053,Low
9814,Feb,Chevrolet,Policy Holder,No,No,0.7167519460004801,High
9815,Feb,Honda,Policy Holder,No,No,0.8348077321087463,High
9816,Jul,Chevrolet,Third Party,No,No,0.06509799614430897,Low
9817,May,Pontiac,Third Party,No,No,0.003459632276251177,Low
9818,May,Mazda,Policy Holder,No,No,0.4969490183088534,Medium
9819,Jan,Pontiac,Policy Holder,No,No,0.1537604500313592,Low
9820,Feb,Honda,Third Party,No,No,0.04701247976488591,Low
9821,Mar,Toyota,Policy Holder,No,No,0.1128724967893707,Low
9822,Dec,Mazda,Policy Holder,No,No,0.522768850189568,Medium
9823,Nov,Honda,Third Party,No,No,0.0014965899827401841,Low
9824,Sep,Mazda,Policy Holder,Yes,No,0.6359635827368565,High
9825,Sep,Chevrolet,Policy Holder,Yes,No,0.6778064514849934,High
9826,Sep,Toyota,Policy Holder,No,No,0.14106530356453678,Low
9827,Dec,Accura,Policy Holder,Yes,No,0.12310067908683356,Low
9828,Dec,Toyota,Policy Holder,No,No,0.13352164913855585,Low
